,restaurant,restaurant_id,rating,text,time_created
1239,Manuela,qA9Dqezi-kqbIBtM3c07Ew,5,An adorable brunch venue in the Arts district of LA.  Great food and amazing cocktails.  Great place to stop if your catching a train in or out of town ......,2019-04-07 12:53:45
1240,Manuela,qA9Dqezi-kqbIBtM3c07Ew,4,"5 stars for the beignets, way way better than Cafe Du Monde in New Orleans!!

Cool atmosphere, good service. 

Enjoyed my lavender, egg white cocktail,...",2019-04-07 13:49:19
1241,Manuela,qA9Dqezi-kqbIBtM3c07Ew,5,"This place epitomizes amazing dining experience. We stumbled upon it while trying to find Nightshade, which apparently is the next block over. Nonetheless,...",2019-04-01 21:50:14
1242,Byul Gobchang,zuP-XpL67tIHfV18KMqVbw,5,Jennifer the manager and Kang are #1! The customer service is amazing with the personal touch! The wait on a Saturday night wasn't too long. I called to ask...,2019-02-23 22:19:31
1243,Byul Gobchang,zuP-XpL67tIHfV18KMqVbw,5,"This is my favorite gopchang place, period. I've been to other gopchang restaurants, but something about the quality here beats the rest. In fact, I didn't...",2018-10-08 22:24:03
1244,Byul Gobchang,zuP-XpL67tIHfV18KMqVbw,4,"If you want quantity this is not the spot, but for quality and great grilling service, this is a great spot for a la carte and intestine kbbq! You...",2019-04-06 11:11:44
1245,Severance,5CfGlbabm_k2giOb_QQrGQ,5,"Love this place! I'm concerned for its location, should be way more popular.
I've been 3 times now, just drinks, dessert and drinks, and a brunch visit.
The...",2019-03-28 22:10:32
1246,Severance,5CfGlbabm_k2giOb_QQrGQ,4,"We booked here for Valentines dinner. We are both huge wine lovers and that's why chose this cute little wine bar.

From the beginning everybody was so...",2019-02-26 08:42:32
1247,Severance,5CfGlbabm_k2giOb_QQrGQ,4,"EDIT***The manager has been very helpful, he is sending me a GC and refunding my GF and I for some of the bill. We are understanding people and always down...",2019-02-16 13:31:28
1248,Killer Noodle Tsujita,sEeKjiCBChIQVks-4XjTJA,4,"Sun 8:30p 5 min wait, street parking, good service 

It's clean, service is friendly and quick, and there's a ton of seating. Nice comfy chairs and a booth...",2019-04-07 21:39:41
1249,Killer Noodle Tsujita,sEeKjiCBChIQVks-4XjTJA,5,"So delicious! The broth is unique: peanut buttery, similar to Mexican peanut butter mole! It sounds weird, but it's totally delicious and such a good bowl...",2019-04-05 14:08:48
1250,Killer Noodle Tsujita,sEeKjiCBChIQVks-4XjTJA,4,"I've been ""Mian""-ing to get some noodles lately!

Food: Tokyo Style Dan Dan Mian w/out Soup (2 numbness, 2 spiciness)

Price: $13.95 for large

Ratings:...",2019-04-02 12:01:40
1251,Choon Chon Chicken,cg2mFqdyzsSdaLxcTdHwow,5,"I'm giving this place 5 stars. Why?

I was blown away by my entire experience here. When I check out a new restaurant I look for 3 specific things: the...",2019-02-25 09:32:09
1252,Choon Chon Chicken,cg2mFqdyzsSdaLxcTdHwow,5,"If you're craving for some dakgalbi with danky cheese and of course want to add the soju/beer to wwash it down.... this is the place!

Not only do they have...",2019-02-25 08:03:56
1253,Choon Chon Chicken,cg2mFqdyzsSdaLxcTdHwow,5,"It's surprising that there are no reviews for this place! Not even family or friends review?!? 
 
It's literally a hole in the wall kind of hidden...",2019-02-11 21:19:11
1254,Crab House,sHMQqLZqaMCZa5ICqpGiNg,5,"I was craving Korean marinated crab and decided to visit after finding their Yelp page. When I walked in, there was only one other table and I thought I...",2019-03-20 19:48:14
1255,Crab House,sHMQqLZqaMCZa5ICqpGiNg,4,"I came here for the soy sauce marinated crab. It was one of the few places I found on Yelp that had it. 

This restaurant is located in a small plaza, and...",2019-03-27 19:03:46
1256,Crab House,sHMQqLZqaMCZa5ICqpGiNg,5,"First time here, we were looking for marinated carb. My friend recommended. We were so happy with the food.
The food here is so delicious,
Nice service. LOVE!!!",2019-03-17 18:15:00
1257,Inti Restaurant,gKp39Lke5LPAerJ9QV-HQg,5,"The place might not look nice but the food is so much better than what you would think.

It is slightly pricier than places around it so this might be a...",2019-03-28 18:57:46
1258,Inti Restaurant,gKp39Lke5LPAerJ9QV-HQg,5,Just tried this spot because Mario's had an hour wait.  Wow this place is great.  Ceviche was excellent!!!!   My friend had saltado which he said was...,2019-04-06 22:03:17
1259,Inti Restaurant,gKp39Lke5LPAerJ9QV-HQg,4,"Isn't it great to live in a time and place where ""neighborhood Peruvian joint"" is actually a perfectly reasonable phrase to use? Inti is just such a place,...",2019-01-06 18:18:35
1260,Monarca Pasta & Grill,FQT1DQVA0QwhEDs2i-ZNDA,5,"This is by far the best value/quality meal I've had in a long time. Had the baked tilapia and the lobster ravioli. 

The tilapia came on a big plate with...",2018-10-25 20:34:18
1261,Monarca Pasta & Grill,FQT1DQVA0QwhEDs2i-ZNDA,4,This place is one of those hole in the wall places that people don't really know about but they serve really good food. It's located near USC so students...,2018-05-04 09:39:02
1262,Monarca Pasta & Grill,FQT1DQVA0QwhEDs2i-ZNDA,5,"My sister randomly found this place since she was looking for food near USC. It is a small restaurant in the same plaza as Olympian diner, and if you drive...",2018-05-08 12:46:04
1263,Jopok Topokki,m0OgyFfWE62eDf7kpSp-2w,5,"Review for to go order: Topokki and fish cake (3 pieces) packed great, lined with a plastic bag which I appreciated as it is a stew and it does get messy!...",2019-04-08 22:21:08
1264,Jopok Topokki,m0OgyFfWE62eDf7kpSp-2w,5,"First time at Jopok LA! 
Got the spicy hand crafted rice ball, handmade fried set, and no.2 (topokki & soondae) set! 
The spicy rice ball is really spicy,...",2019-04-08 18:41:44
1265,Jopok Topokki,m0OgyFfWE62eDf7kpSp-2w,4,"So I love myself a good serving of ddukboki and Jopok Topokki satisfies that craving quite well. The portions are generous so bring a friend or two. 

The...",2019-03-20 02:18:00
1266,Tire Shop Taqueria,UUlGlPfy0FsReQ2LWWBSWw,5,"*** CASH ONLY ***

Tire Shop Taqueria is a hole-in-a-wall street taco vendor located in South Central LA and this place only opens from Thursday to Monday...",2019-03-17 14:51:00
1267,Tire Shop Taqueria,UUlGlPfy0FsReQ2LWWBSWw,2,"This place is bad.. dirty cats all over the place! 

I will make this short and simple, meat quality is definitely poor not sure where they source their...",2019-03-25 21:03:40
1268,Tire Shop Taqueria,UUlGlPfy0FsReQ2LWWBSWw,5,"Been looking for good taco shops in LA since my tastebuds are definitely spoiled after living in San Diego for a while. 

Came here on a Sunday night and...",2019-03-12 11:31:51
1269,Matjip,mmgFAxTuXjEePnxST5rQQw,5,First time having Chigae and it was amazing. Came here on a Thursday night to refuel with some soup. The broth was a good spicy and the sides were great. If...,2019-01-25 15:46:32
1270,Matjip,mmgFAxTuXjEePnxST5rQQw,4,When I heard about a restaurant that specialized in Budae Jijage... I was sold. Came here with a close friend when they opened at 4pm. Yum! Who doesn't love...,2019-01-30 09:19:57
1271,Matjip,mmgFAxTuXjEePnxST5rQQw,1,"TL;DR: Not sure which was worse, the service or the food! Come here if you want to spend lots of money for lots of nothing!

Came to this place because it...",2019-01-27 01:57:12
1272,Simone,UlgUVYKpwvOL--0GrSVdfw,4,Have been twice before the removal of Jessica Largey and I can say that it will be a huge loss to not have her cooking in LA (and my home nabe of the Arts...,2019-03-19 10:01:02
1273,Simone,UlgUVYKpwvOL--0GrSVdfw,4,"With the news of Jessica Largey stepping away from the restaurant, it reminded me that I had yet to write my review for this spot on my visit a few weeks...",2019-03-15 12:51:11
1274,Simone,UlgUVYKpwvOL--0GrSVdfw,5,"When the BF told me he booked us here, I was blown away.  I'd been hearing about this place for months!

We had:
Pickles - so yummy, and all with different...",2019-03-14 14:31:25
1275,Brera Ristorante,aUSK0oQR4ey0rFoDfCXaPw,5,"There are quite a few Italians in DTLA ( factory kitchen, bestia,rossoblu,bottega Louie, Drago centro ...,) and all offer good to great food.
Brera is part...",2019-04-06 14:04:55
1276,Brera Ristorante,aUSK0oQR4ey0rFoDfCXaPw,4,"I decided to choose this Italian restaurant for my best friend's birthday since she loves Italian food and the decor looked beautiful! I made reservations,...",2019-04-02 21:08:08
1277,Brera Ristorante,aUSK0oQR4ey0rFoDfCXaPw,4,Great place.  Great ambiance.  Great natural lighting.  I can do without the smell of wood burning as it does stay on the clothes.  It is ok when it is cold...,2019-03-13 09:00:40
1278,Wat Dong Moon Lek Noodle,eu5Xg5liaCSGPvXDhqmLaA,4,"I really want to give this place 5 stars but there's always something off about it where I can't seem to get there. First of all, the ambience is really...",2019-02-18 12:29:43
1279,Wat Dong Moon Lek Noodle,eu5Xg5liaCSGPvXDhqmLaA,1,"Been coming here for years. Even tho most of the times they  mess up with my order... I dont make a big deal and pay even for something I don't like
. I...",2019-03-26 21:39:47
1280,Wat Dong Moon Lek Noodle,eu5Xg5liaCSGPvXDhqmLaA,3,"When restaurant menus are as extensive as this one, I start getting anxiety and then end up going the safe route. There were so many intriguing items but my...",2019-03-05 03:11:21
1281,Sushi Hon,YCEgBqClpWXQ3leoAhWjoA,5,"These reviews don't lie!

I had been hoping a good sushi place would open up and to my surprise it happened -and a few minutes down my street! 
I really...",2019-03-23 09:05:26
1282,Sushi Hon,YCEgBqClpWXQ3leoAhWjoA,2,The food here is very fresh and delicious. It's on the pricey side. What was really disappointing was the half shell oysters. We ordered half a dozen and...,2019-04-06 21:22:53
1283,Sushi Hon,YCEgBqClpWXQ3leoAhWjoA,4,"It wasnt like AMAZING but was above average..

Ordered 12 assorted sushi and A beer

Clean place, the place was pretty much empty probably because I went...",2019-03-15 13:38:27
1284,Din Tai Fung,P_2Z_Wwk2Xtepobtxxsa6A,5,Best soup dumplings ever. I've been to a few places in the states and this is the closest it gets to Shanghai (haven't been to Taiwan so I wouldn't know...,2019-04-09 09:41:41
1285,Din Tai Fung,P_2Z_Wwk2Xtepobtxxsa6A,5,"Great dumpling spot in Glendale. They finally do Yelp reservations which is awesome!! If you do have to wait, you can hang out at the Americana. They...",2019-03-31 12:35:16
1286,Din Tai Fung,P_2Z_Wwk2Xtepobtxxsa6A,4,"The wait is probably the most unpleasant thing about every din tai fung. Everyone on this review has covered most if not everything already.

Improve the...",2019-03-30 22:26:26
1287,Bacari W. Adams,8polKN4I6fJx1t8pPxogVw,5,"I came here for a first time date and it was amazing ! From the lovely staff to the food and drinks. Also great company makes it memorable. 

I had the...",2019-04-07 11:31:11
1288,Bacari W. Adams,8polKN4I6fJx1t8pPxogVw,4,"The small plates are a little too small in my opinion, but the food was tasty. I shared the salmon pizza, the chai custard, and a polenta with a friend and...",2019-03-02 11:35:32
1289,Bacari W. Adams,8polKN4I6fJx1t8pPxogVw,4,"The cute waiter was very nice to my awkward friend. Great food, whole snack. 

The food was a little over priced for the size of the the portions.",2019-02-17 22:47:14
1290,The Bento Place,DAw3V6KMp-Z4Wbr0dSObUg,5,This place is great! so much variety and food is made fresh everyday. They sell everything 50% off on the last hour so they can make sure to sell as much by...,2019-03-26 03:38:58
1291,The Bento Place,DAw3V6KMp-Z4Wbr0dSObUg,3,"I ordered delivery for Tonkatsu and Salmon Avocado Roll. 

Salmon roll was really good but did not come with soy sauce??

The Tonkatsu was sooo dry it was...",2019-01-21 11:53:42
1292,The Bento Place,DAw3V6KMp-Z4Wbr0dSObUg,4,"Gold Standard for Grab-and-Go Food

The Bento Place has everything I love about a restaurant. It focuses on a certain specialty (in this case, grab-and-go...",2018-12-30 02:03:21
1293,Doomie's Home Cookin',7HANpUE8WiO_7drbeZpjvA,5,"Holy guacamole!!!! This place is so freakin awesome!!! The cheese that they use in the jalapeño poppers and Mac melt is life!!! It is perfect, thick and...",2019-04-07 20:41:27
1294,Doomie's Home Cookin',7HANpUE8WiO_7drbeZpjvA,2,"Doomies you did me dirty!!!  I remember there used to be a time when I could pig out on my favorite greasy, fatty, down-right delightful food and wake up...",2019-03-27 10:56:36
1295,Doomie's Home Cookin',7HANpUE8WiO_7drbeZpjvA,5,"I hace heard a plenty amount about this resturant as a vegan, and so I was curious to see what all the hype was about. 

Upon entering the establishment,...",2019-03-16 23:03:31
1296,Toe Bang Cafe,bi0QB8hSLqOC9E61_aYGJQ,4,"Took a nap, and woke up extremely late to realize that dinnertime has long past...but decided I couldn't let a night go by without a feast in this...",2019-04-08 02:05:15
1297,Toe Bang Cafe,bi0QB8hSLqOC9E61_aYGJQ,4,"The food left me satisfied from my head to my ""toe(s)""! 

Food: Comination Platter (i.g. Scallop, Chicken gizzard, mushroom, fish cake, rice cake, Ginko...",2019-03-26 11:44:51
1298,Toe Bang Cafe,bi0QB8hSLqOC9E61_aYGJQ,4,"If you are looking to drink and accompany the drinking festivities with some good Korean drinking food, Toe Bang is the place to be. Located in Chapman...",2019-03-18 19:42:14
1299,The Kitchen,WJmzdY8wZh8bBx5vbE14oQ,5,"An oasis of a great lunch spot!

While working at a nearby hospital, a staff member recommended The Kitchen, and specifically the meatloaf sandwich.

My...",2019-03-31 19:07:10
1300,The Kitchen,WJmzdY8wZh8bBx5vbE14oQ,4,Came across this place while in the area looking for apartments. My boyfriend and I were starving and we were able to find parking just behind it. It was a...,2019-04-03 14:02:50
1301,The Kitchen,WJmzdY8wZh8bBx5vbE14oQ,5,"What's Good: Buttermilk Fried Chicken was not your typical breaded breast or drumstick, it was more flat but still very delicious. Went well with the mash...",2019-03-27 16:43:36
1302,Totoyama Sushi & Ramen,zRzmTeTnjf7Gm4WQzqd1xQ,5,"I remember when you could walk right in and get sat for dinner. The sushi is amazing and I am happy for them- the staff is awesome. 

The sashimi, specialty...",2019-04-03 17:14:44
1303,Totoyama Sushi & Ramen,zRzmTeTnjf7Gm4WQzqd1xQ,3,"I wanted to like this place more but unfortunately there were a few things that happened that led this review to be 3 stars instead of 5. 
First of all,...",2019-03-28 16:58:40
1304,Totoyama Sushi & Ramen,zRzmTeTnjf7Gm4WQzqd1xQ,5,"I can't believe I've never done a review here yet. Firstly, I live upstairs in the apartment complex above the restaurant. 

It's rare that I go more than...",2019-03-26 13:21:38
1305,The Dragon and Meeple,dxLiwx8Ghcm0AWNph0xrVw,5,The Dragon and Meeple is a great place to spend an evening playing tabletop games. I've been here twice now and have thoroughly enjoyed myself each...,2019-04-07 09:14:44
1306,The Dragon and Meeple,dxLiwx8Ghcm0AWNph0xrVw,5,"PREFACE: This is a new business and they have not yet received their liquor license, but it is happening. 

In the meantime, they have really great food and...",2019-03-15 20:48:21
1307,The Dragon and Meeple,dxLiwx8Ghcm0AWNph0xrVw,5,My friends and I just stumbled on this place by chance and we're already in love with it! The food is amazing (please try the Korean BBQ pulled pork grilled...,2019-04-07 19:30:12
1308,Saint Felix,Rd_IrRGjqsxsvaXoaTqcVw,5,"Love this place. I'm always surprised by how great the food is, what with it being a bar and all. The brussels sprouts are amazing. Their buffalo...",2019-03-11 10:19:00
1309,Saint Felix,Rd_IrRGjqsxsvaXoaTqcVw,2,"Our waitress was great very friendly and attentive, but the happy hour sucks. They only have 3 options for 5.00 one of which is just potato chips, the other...",2019-02-25 00:34:48
1310,Saint Felix,Rd_IrRGjqsxsvaXoaTqcVw,4,"Came here for happy hour yesterday and had a great time! The atmosphere is so lovely, lots of seatings and great decor! Happy hour menu is pretty big but I...",2019-02-23 10:03:25
1311,Koreatown Pizza Company,clJmJd_tbaK34j1CN-9MYQ,5,"You will not find better pizza than KPC's pizza. I had a blast here with two of my friends after we were craving some good pizza on a Saturday night.

I...",2019-02-20 23:24:01
1312,Koreatown Pizza Company,clJmJd_tbaK34j1CN-9MYQ,1,"$15 thin crust pepperoni pizza
Super oily, not even the cheese had a good flavor.  Pizza hut and dominos would have tasted better
I would not buy pizza from...",2019-03-31 18:46:49
1313,Koreatown Pizza Company,clJmJd_tbaK34j1CN-9MYQ,1,"Not sure how I feel about the food.
Pepperoni pizza was super crusty/rubbery.
The kbbq fries tasted good, but the fries felt like reheated fries.
I dont...",2019-03-06 06:32:03
1314,Shabu Shabu House,v9RZZLxE39Zx9L0mXB8kww,5,"Still the best shabu in all 88 cities of Greater Los Angeles.

**Secret of beating the crowd: put your name on the waitlist at least 30min before opening....",2019-03-09 20:27:15
1315,Shabu Shabu House,v9RZZLxE39Zx9L0mXB8kww,2,"I have not been here for 5 years and sadly to say, it isnt my fav shabu place anymore. 

The rice is mushy and watery now, it used to be perfectly cooked....",2019-03-28 07:26:39
1316,Shabu Shabu House,v9RZZLxE39Zx9L0mXB8kww,4,"My boyfriend highly recommended this place. I believe it's his favorite lol.

 We arrived around dinner time on a Tuesday night. There was defnitly a wait,...",2019-03-06 11:59:07
1317,La Carmencita,YhJC5FWtyN66BWt67Cif6g,5,"This is the real Baja style food, the octopus and the Black aguachile are the
Jewel of this place .. the handmade tortilla and the gobernador quesadilla is...",2019-03-29 19:36:43
1318,La Carmencita,YhJC5FWtyN66BWt67Cif6g,2,Five stars for food but minus three for customer service. We were ignored until we had to ask for menus. Finally put a drink and appetizer order in and then...,2019-04-09 09:52:43
1319,La Carmencita,YhJC5FWtyN66BWt67Cif6g,1,Came for 1st time a week ago for lunch & where worried since it was empty and only 1 waiter. But were surprised by the delicious/authentic tacos. Came again...,2019-04-07 14:43:44
1320,Harold & Belle's,5oBl4waF3RT2b218OFTL4A,5,"I had an awesome experience here! My friend wanted to visit after it was promoted on Steve Harvey's show as on of the top spots to eat in the area. 

We...",2019-04-04 14:27:02
1321,Harold & Belle's,5oBl4waF3RT2b218OFTL4A,4,"I love the food!!! Service is superb. Although I felt like our server I think Justin, wasn't very attentive. Walked past our empty drinks multiple times....",2019-02-25 12:55:50
1322,Harold & Belle's,5oBl4waF3RT2b218OFTL4A,1,"Me and my buddy went into the men's room and there was urine everywhere on the floor (puddles of it), with a dirty, sticky, slimy, urine/feces trail leading...",2019-02-24 19:35:05
1323,Daikokuya Sawtelle,UlOdAUpnTWYbg5KJhKVdpg,5,"Services and foods were great. Recommend to check-in on yelp in advance to avoid the long line. 

Daikokuya ramen-- the broth were not salty nor too creamy...",2019-04-06 10:06:19
1324,Daikokuya Sawtelle,UlOdAUpnTWYbg5KJhKVdpg,5,"Daikokuya is definitely my favorite place to go for Japanese Ramen.  
I had hard time choosing what to order because all their food seemed so delicious. 
I...",2019-03-31 09:15:52
1325,Daikokuya Sawtelle,UlOdAUpnTWYbg5KJhKVdpg,5,One of the best ramen experiences you can get in all of Los Angeles. My wife and I were shopping at Erowhen at roughly 10pm and I wanted to grab a quick...,2019-03-24 02:37:59
1326,Full Moon House,bJeMe365G76fcnFqBHxppg,4,"Been going here for a while,
My favorite dish  is the honey  glazed walnut shrimp. It comes in large portions with a couple of orange peels to give it a...",2019-02-02 23:04:35
1327,Full Moon House,bJeMe365G76fcnFqBHxppg,2,We ordered takeout from here. The food was ready in 40 minutes which isn't bad. I swear I had been here before and enjoyed the food but this time was just...,2019-03-24 17:59:39
1328,Full Moon House,bJeMe365G76fcnFqBHxppg,4,"Great option to satisfy late-night Chinese food cravings! The portions are HUGE, which I really liked. I got the house combination chow fun, hot and sour...",2019-01-20 22:58:18
1329,Fabiolus Cucina,FwbZVfx2EBQ7aS090V6dzA,4,"We went for dinner before the theater, and while we made it to the show before it started, we were standing in line when the 10 min. warning lights...",2019-03-10 12:25:22
1330,Fabiolus Cucina,FwbZVfx2EBQ7aS090V6dzA,3,"In town visiting with a group and we were looking for something local, reasonably priced, delicious, and on the casual side. This place was rated well for...",2019-03-18 19:59:52
1331,Fabiolus Cucina,FwbZVfx2EBQ7aS090V6dzA,3,"I was here when I had lived in the area years ago, and for some reason, was put off so I didn't return until last month. Similar to my experiences with...",2019-03-01 00:04:35
1332,The Edmon,irWMpwJ1JFx5ih4TTQVo6Q,5,"Been coming here with wife, friends or by myself for almost 2 years now. I've never had a bad experience here because this is what the Edmon is...

-It's a...",2018-12-31 10:19:30
1333,The Edmon,irWMpwJ1JFx5ih4TTQVo6Q,3,Meh....GORGEOUS interior. Just stunning! I was in LA for a small trip and needed a bite before heading out. I came to look at the Edmon as Osteria La Bucca...,2019-02-10 12:26:34
1334,The Edmon,irWMpwJ1JFx5ih4TTQVo6Q,4,Was here recently for a friend's birthday celebration. It was quiet when I got there around 6 PM but quickly filled up with the after-work weekend crowd....,2018-11-21 15:06:49
1335,Il Cielo,Gm0rzA9EQD4GgSP9TimLPQ,5,Had an amazing belated valentines/anniversary dinner here. It is so perfect and romantic for a dinner date. The decor is just lovely even before once you...,2019-03-06 18:56:24
1336,Il Cielo,Gm0rzA9EQD4GgSP9TimLPQ,3,"Great service and ambiance, but the food is average. 

We believe that adults need to have nights out as well and enjoy life as there is more than just...",2019-03-31 13:01:11
1337,Il Cielo,Gm0rzA9EQD4GgSP9TimLPQ,3,"Came here on Valentine's Day a few weeks ago for their special pre fixe menu (context: spent close to $500 total for me & my date). So, I can't speak for...",2019-03-30 20:55:05
1338,Casa Nostra Ristorante & Bar,uC9XuBBvkdKAp8AGZGCvpQ,5,"Excellent in every way! Very clean and nice. Staff was well informed gracious and prompt. 
Large selection of Italian items and full bar. Not very large...",2019-03-27 21:55:07
1339,Casa Nostra Ristorante & Bar,uC9XuBBvkdKAp8AGZGCvpQ,5,"Wow!!!! What a hidden gem! 

As a DTLA resident, there are so many great restaurants to attend, especially Italian. I may have found the best! 

Friendly...",2019-03-26 11:32:26
1340,Casa Nostra Ristorante & Bar,uC9XuBBvkdKAp8AGZGCvpQ,5,"I'm so glad we went here for my boyfriend's birthday! I was on yelp for hours and couldn't decide where to go, eventually, I decided on this place. We...",2019-03-13 21:24:47
1341,El Chato Taco Truck,bvpxd7o3RZtz50YLpDsgLA,5,"OMG such good late night drunk food. 

We went to town. 10 carne asada tacos. 10 cabeza. 5 lengua. And a carne asada quesadilla. 

Seriously some of the...",2019-03-25 22:03:03
1342,El Chato Taco Truck,bvpxd7o3RZtz50YLpDsgLA,5,"Been here so many times. It's just natural to review it. So from the rating and from the fact I have been here so many times, you know I am a happy...",2019-03-04 17:42:27
1343,El Chato Taco Truck,bvpxd7o3RZtz50YLpDsgLA,5,One of the best taco truck in LA! I still have two other truck that I think is the best and this truck is definitely one of them. The difference about this...,2019-02-27 17:43:44
1344,El Zarape,Osce6shPInsQLAhtJEJnng,5,This place is hands down the best Mexican food I have had in my life. The veggie Tacos with gluc and veggie cascades were super crispy and delicious. The...,2019-04-07 23:26:16
1345,El Zarape,Osce6shPInsQLAhtJEJnng,5,"Awesome tacos 
Fantastic chilaquiles
Extremely rad people
This place is a great place to enjoy some delicious food that stays true to itself",2019-04-06 16:18:35
1346,El Zarape,Osce6shPInsQLAhtJEJnng,4,Delicious tacos and quesadilla! The food is made to order. Came here for a late night snack and it was a perfect meal!  Ordered to go and we got everything...,2019-03-25 13:18:01
1347,Beetle House LA,MtvPWC-Xy8dbyrxAaqsA2w,4,"Had a great time. The decor was fantastic. Loved the Joker Wall!
Chucky was running around and there were about 4 Johnny Depps. 

The food was ok. Nothing...",2019-04-01 23:44:56
1348,Beetle House LA,MtvPWC-Xy8dbyrxAaqsA2w,4,"I reccomend coming on a weekend and to stick to drinks in the bar area rather than the dinner. The food is over priced for what it is, but you are paying...",2019-03-27 14:39:43
1349,Beetle House LA,MtvPWC-Xy8dbyrxAaqsA2w,4,"It was decent..spent 120 on the dinner

Appetizers entre and dessert and beer

Adds up to 120

Food was alright nothing to go crazy for..the atmosphere is...",2019-03-19 19:32:53
1350,Noshi Sushi,Ls0cIqY-v6CqNoE2rHjBNg,5,"I wasn't terribly impressed with Noshi before, but today I was pleasantly surprised with the fish quality and selection. Sunday 3PM and the restaurant was...",2019-03-17 17:32:58
1351,Noshi Sushi,Ls0cIqY-v6CqNoE2rHjBNg,5,I can always tell a good sushi place from their salmon sashimi. And the salmon sashimi and Noshi Sushi is like a slice of heaven that melts in your mouth....,2019-03-10 21:01:47
1352,Noshi Sushi,Ls0cIqY-v6CqNoE2rHjBNg,4,"This is one of those more ""authentic"" sushi spots (everyone here is actually Japanese which usually isn't the case for most sushi spots). All the sushi here...",2019-03-10 01:59:18
1353,Bacari W 3rd,y2eWXL2qbTW8tXyrEsfEqQ,5,I love love love the ambience in the place! You walk through a tunnel and then walk into the outdoor area of the restaurant. It definitely gave me a WOW...,2019-04-02 08:57:20
1354,Bacari W 3rd,y2eWXL2qbTW8tXyrEsfEqQ,4,"Really nice, open, large space/patio for brunch dining in great weather. All of their items are brunch tapas style, which is great for sharing. We had a...",2019-04-01 17:06:36
1355,Bacari W 3rd,y2eWXL2qbTW8tXyrEsfEqQ,5,We loved this place! Came here for brunch and sat on the patio. It is super cute. We shared a bunch of plates and they were all good. The portions are small...,2019-03-30 13:01:33
1356,The Little Easy,8Qzn5u9FotudVId86mu4vg,5,I found this place on Yelp as I was scouting places to go after a show we came to LA for.  This was another Yelp win and we had a lovely time catching a...,2019-03-31 17:00:02
1357,The Little Easy,8Qzn5u9FotudVId86mu4vg,4,"Our friend recommended this place, so we decided to give it a try. Once inside, you will be greeted by a bartender that will point to a corridor, which...",2019-03-31 10:45:29
1358,The Little Easy,8Qzn5u9FotudVId86mu4vg,5,"Love the vibe here. 
Friendly staff. 
On point drinks.
Good food.",2019-03-23 22:53:07
1359,La Serenata de Garibaldi,64A2TOfFpzEjadKng6-iqg,5,Just came here for the first time last night and I was so pleasantly surprised-- this place is GREAT! and it's family friendly too!  So many places in LA...,2018-11-17 15:00:19
1360,La Serenata de Garibaldi,64A2TOfFpzEjadKng6-iqg,3,I have wanted to try this establishment for quite some time. I still am on my quest for a great crispy taco and a perfect Chili Relleno. I have had many of...,2019-03-15 04:01:42
1361,La Serenata de Garibaldi,64A2TOfFpzEjadKng6-iqg,2,"I hate to give this place a 2-star review but the food here is terrible! We could not finish our meal because of the poor taste.

My table got 2 orders of...",2019-02-10 22:09:56
1362,Pailin Thai Cuisine,eCnYyV6biWxm1NQJTQ0Wig,5,"Small little Thai joint. Delicious food for a good price. My only complaint was the beef was a bit over cooked  and tough in the curry.

Definitely plan on...",2019-04-08 22:25:05
1363,Pailin Thai Cuisine,eCnYyV6biWxm1NQJTQ0Wig,5,I tried Khao Soi for the first time here and it was soooo tasty!  I enjoyed all the different tastes and textures - the super flavorful curry-like soup with...,2019-03-31 14:09:36
1364,Pailin Thai Cuisine,eCnYyV6biWxm1NQJTQ0Wig,5,"THIS. PLACE.

This is it! This is the most authentic, most flavorful Thai food I've had in LA. The restaurant is small but I really love that about it. It...",2019-03-27 11:26:40
1365,Roscoe's House of Chicken & Waffles,pAWfcO6e2ae2pIkJXWO-yA,4,"Was in LA last weekend and finally decided to see what the hype was about with Roscoe's. My friends and I came early on a Sunday morning, so there wasn't a...",2019-04-09 07:46:47
1366,Roscoe's House of Chicken & Waffles,pAWfcO6e2ae2pIkJXWO-yA,4,"Pros: they give lots of condiments for you
Waffles are good 

Cons:
Wait time
Expensive
Chicken is nothing special

If you do go here, don't get the number...",2019-04-07 18:02:37
1367,Roscoe's House of Chicken & Waffles,pAWfcO6e2ae2pIkJXWO-yA,3,"Fried chicken and omelette (minus the cheese) are pretty good.  Grits, maybe because that's what it is, was awful.  Biscuits and gravy and waffle were meh....",2019-04-06 15:58:03
1368,Shin Ramen,VhKyyEcOll0rrOLAbZio3Q,4,"A good discovery! A good taste of Japan!
Gyoza were awesome and the chicken ramen as well.
Maybe the pork and chicken ramen was too tasty but it remains good.",2019-03-07 23:24:59
1369,Shin Ramen,VhKyyEcOll0rrOLAbZio3Q,1,"This place is awful. The place is dirty, the tableware (spoons and forks) are in a bin on each table exposed to all bacteria. I ordered a chicken ramen soup...",2019-03-17 11:14:17
1370,Shin Ramen,VhKyyEcOll0rrOLAbZio3Q,3,Had dinner last night with a friend after getting our nails done at the nearby Diamond Nails. We had the fried octopus balls and she had the spicy tuna...,2019-03-16 13:14:50
1371,Spitz - Little Tokyo,nxUUYDgQ-VWwjaxmRGJBkg,5,"Delicious food & great beer! 

Super filling as well. My friend and I usually share a wrap when we go. Would recommend their garlic sauce! It's so so good....",2019-02-21 14:24:39
